 # time (fs)    drift velocity (cm/s)    drift acceleration (cm/s2)
        4260.0000  -9.4262498035561480E+06   1.0337893384564669E+02
        4270.0000  -9.4252141070962511E+06   1.0356964598968625E+02
        4280.0000  -9.4241766348311771E+06   1.0374722650740296E+02
        4290.0000  -9.4231375157109816E+06   1.0391191201955080E+02
        4300.0000  -9.4220968763469066E+06   1.0406393640749157E+02
        4310.0000  -9.4210548410387468E+06   1.0420353081598878E+02
        4320.0000  -9.4200115318016391E+06   1.0433092371076346E+02
        4330.0000  -9.4189670683931075E+06   1.0444634085316211E+02
        4340.0000  -9.4179215683397446E+06   1.0455000533629209E+02
        4350.0000  -9.4168751469637081E+06   1.0464213760364801E+02
        4360.0000  -9.4158279174090140E+06   1.0472295546941459E+02
        4370.0000  -9.4147799906678759E+06   1.0479267411381007E+02
        4380.0000  -9.4137314756065477E+06   1.0485150613281876E+02
        4390.0000  -9.4126824789912160E+06   1.0489966153316200E+02
        4400.0000  -9.4116331055136826E+06   1.0493734775334596E+02
        4410.0000  -9.4105834578167833E+06   1.0496476968992502E+02
        4420.0000  -9.4095336365197226E+06   1.0498212970606983E+02
        4430.0000  -9.4084837402431332E+06   1.0498962765894831E+02
        4440.0000  -9.4074338656340893E+06   1.0498746090438217E+02
        4450.0000  -9.4063841073908228E+06   1.0497582432664930E+02
        4460.0000  -9.4053345582872853E+06   1.0495491035375744E+02
        4470.0000  -9.4042853091975804E+06   1.0492490897048265E+02
        4480.0000  -9.4032364491201639E+06   1.0488600774165243E+02
        4490.0000  -9.4021880652018376E+06   1.0483839183263481E+02
        4500.0000  -9.4011402427616268E+06   1.0478224402107298E+02
        4510.0000  -9.4000930653145425E+06   1.0471774470843374E+02
        4520.0000  -9.3990466145948973E+06   1.0464507196452469E+02
        4530.0000  -9.3980009705796670E+06   1.0456440152302385E+02
        4540.0000  -9.3969562115117647E+06   1.0447590679023415E+02
        4550.0000  -9.3959124139227029E+06   1.0437975890617818E+02
        4560.0000  -9.3948696526555382E+06   1.0427612671647221E+02
        4570.0000  -9.3938280008874629E+06   1.0416517680753023E+02
        4580.0000  -9.3927875301520023E+06   1.0404707354605198E+02
        4590.0000  -9.3917483103614468E+06   1.0392197905555368E+02
        4600.0000  -9.3907104098286554E+06   1.0379005327913910E+02
        4610.0000  -9.3896738952890970E+06   1.0365145395584405E+02
        4620.0000  -9.3886388319223374E+06   1.0350633667595685E+02
        4630.0000  -9.3876052833735831E+06   1.0335485487543046E+02
        4640.0000  -9.3865733117749859E+06   1.0319715985972434E+02
        4650.0000  -9.3855429777666628E+06   1.0303340083230287E+02
        4660.0000  -9.3845143405176997E+06   1.0286372489631177E+02
        4670.0000  -9.3834874577468708E+06   1.0268827708289027E+02
        4680.0000  -9.3824623857431374E+06   1.0250720037333667E+02
        4690.0000  -9.3814391793860961E+06   1.0232063570413739E+02
        4700.0000  -9.3804178921661526E+06   1.0212872199434787E+02
        4710.0000  -9.3793985762044564E+06   1.0193159616962075E+02
        4720.0000  -9.3783812822727989E+06   1.0172939316574484E+02
        4730.0000  -9.3773660598132797E+06   1.0152224595192820E+02
        4740.0000  -9.3763529569577277E+06   1.0131028555519879E+02
        4750.0000  -9.3753420205469821E+06   1.0109364107456058E+02
        4760.0000  -9.3743332961500175E+06   1.0087243969645351E+02
        4770.0000  -9.3733268280828800E+06   1.0064680671375245E+02
        4780.0000  -9.3723226594274454E+06   1.0041686554346234E+02
        4790.0000  -9.3713208320499621E+06   1.0018273774832487E+02
        4800.0000  -9.3703213866193891E+06   9.9944543057307598E+01
        4810.0000  -9.3693243626258187E+06   9.9702399357035759E+01
        4820.0000  -9.3683297983982153E+06   9.9456422760337588E+01
        4830.0000  -9.3673377311225981E+06   9.9206727561727163E+01
        4840.0000  -9.3663481968594156E+06   9.8953426318243146E+01
        4850.0000  -9.3653612305613793E+06   9.8696629803627729E+01
        4860.0000  -9.3643768660904970E+06   9.8436447088234132E+01
        4870.0000  -9.3633951362355053E+06   9.8172985499165947E+01
        4880.0000  -9.3624160727286376E+06   9.7906350686773663E+01
        4890.0000  -9.3614397062626537E+06   9.7636646598391238E+01
        4900.0000  -9.3604660665073488E+06   9.7363975530490279E+01
        4910.0000  -9.3594951821260564E+06   9.7088438129238781E+01
        4920.0000  -9.3585270807920378E+06   9.6810133401863283E+01
        4930.0000  -9.3575617892045025E+06   9.6529158753529188E+01
        4940.0000  -9.3565993331047297E+06   9.6245609977282584E+01
        4950.0000  -9.3556397372917160E+06   9.5959581301361325E+01
        4960.0000  -9.3546830256379861E+06   9.5671165372990075E+01
        4970.0000  -9.3537292211048845E+06   9.5380453310161826E+01
        4980.0000  -9.3527783457580302E+06   9.5087534685432914E+01
        4990.0000  -9.3518304207824599E+06   9.4792497557029122E+01
        5000.0000  -9.3508854664974529E+06   9.4495428500697017E+01
        5010.0000  -9.3499435023715738E+06   9.4196412587910885E+01
        5020.0000  -9.3490045470371358E+06   9.3895533443801099E+01
        5030.0000  -9.3480686183048170E+06   9.3592873231880361E+01
        5040.0000  -9.3471357331780102E+06   9.3288512680679560E+01
        5050.0000  -9.3462059078669045E+06   9.2982531110569838E+01
        5060.0000  -9.3452791578025557E+06   9.2675006434880203E+01
        5070.0000  -9.3443554976508170E+06   9.2366015173867339E+01
        5080.0000  -9.3434349413259439E+06   9.2055632487311954E+01
        5090.0000  -9.3425175020041838E+06   9.1743932176008826E+01
        5100.0000  -9.3416031921372544E+06   9.1430986692942682E+01
        5110.0000  -9.3406920234654639E+06   9.1116867179051042E+01
        5120.0000  -9.3397840070308298E+06   9.0801643463410443E+01
        5130.0000  -9.3388791531901825E+06   9.0485384064726532E+01
        5140.0000  -9.3379774716277327E+06   9.0168156244978306E+01
        5150.0000  -9.3370789713678453E+06   8.9850025988742715E+01
        5160.0000  -9.3361836607874930E+06   8.9531058035232121E+01
        5170.0000  -9.3352915476286020E+06   8.9211315889097747E+01
        5180.0000  -9.3344026390103735E+06   8.8890861822851008E+01
        5190.0000  -9.3335169414410423E+06   8.8569756933115428E+01
        5200.0000  -9.3326344608301707E+06   8.8248061087168750E+01
        5210.0000  -9.3317552025001254E+06   8.7925833004526794E+01
        5220.0000  -9.3308791711977981E+06   8.7603130232729015E+01
        5230.0000  -9.3300063711061217E+06   8.7280009167641396E+01
        5240.0000  -9.3291368058554474E+06   8.6956525067426270E+01
        5250.0000  -9.3282704785345681E+06   8.6632732087932524E+01
        5260.0000  -9.3274073917019814E+06   8.6308683258667585E+01
        5270.0000  -9.3265475473967735E+06   8.5984430520795286E+01
        5280.0000  -9.3256909471492674E+06   8.5660024750605231E+01
        5290.0000  -9.3248375919919424E+06   8.5335515732504433E+01
        5300.0000  -9.3239874824696984E+06   8.5010952224396164E+01
        5310.0000  -9.3231406186503991E+06   8.4686381929926569E+01
        5320.0000  -9.3222970001351088E+06   8.4361851529031995E+01
        5330.0000  -9.3214566260680873E+06   8.4037406702153390E+01
        5340.0000  -9.3206194951470904E+06   8.3713092099688950E+01
        5350.0000  -9.3197856056328565E+06   8.3388951423391703E+01
        5360.0000  -9.3189549553591534E+06   8.3065027370303866E+01
        5370.0000  -9.3181275417421348E+06   8.2741361701861024E+01
        5380.0000  -9.3173033617901094E+06   8.2417995202541348E+01
        5390.0000  -9.3164824121126756E+06   8.2094967743381858E+01
        5400.0000  -9.3156646889299527E+06   8.1772318272292608E+01
        5410.0000  -9.3148501880818829E+06   8.1450084806978708E+01
        5420.0000  -9.3140389050371125E+06   8.1128304477035996E+01
        5430.0000  -9.3132308349017911E+06   8.0807013532146811E+01
        5440.0000  -9.3124259724284094E+06   8.0486247338168326E+01
        5450.0000  -9.3116243120244183E+06   8.0166040399111807E+01
        5460.0000  -9.3108258477607332E+06   7.9846426368504765E+01
        5470.0000  -9.3100305733801145E+06   7.9527438061870640E+01
        5480.0000  -9.3092384823054336E+06   7.9209107468090949E+01
        5490.0000  -9.3084495676480085E+06   7.8891465742513532E+01
        5500.0000  -9.3076638222153075E+06   7.8574543270096186E+01
        5510.0000  -9.3068812385191843E+06   7.8258369612321260E+01
        5520.0000  -9.3061018087836653E+06   7.7942973551899200E+01
        5530.0000  -9.3053255249524526E+06   7.7628383121266964E+01
        5540.0000  -9.3045523786968701E+06   7.7314625558257106E+01
        5550.0000  -9.3037823614230193E+06   7.7001727385073906E+01
        5560.0000  -9.3030154642793592E+06   7.6689714366011316E+01
        5570.0000  -9.3022516781639811E+06   7.6378611537814137E+01
        5580.0000  -9.3014909937317334E+06   7.6068443224765360E+01
        5590.0000  -9.3007334014012367E+06   7.5759233049675828E+01
        5600.0000  -9.2999788913619667E+06   7.5451003926992414E+01
        5610.0000  -9.2992274535810780E+06   7.5143778088875109E+01
        5620.0000  -9.2984790778100677E+06   7.4837577101029453E+01
        5630.0000  -9.2977337535916381E+06   7.4532421842962506E+01
        5640.0000  -9.2969914702659659E+06   7.4228332567214963E+01
        5650.0000  -9.2962522169774417E+06   7.3925328852422538E+01
        5660.0000  -9.2955159826808590E+06   7.3623429658263916E+01
        5670.0000  -9.2947827561477255E+06   7.3322653313353655E+01
        5680.0000  -9.2940525259723924E+06   7.3023017533309755E+01
        5690.0000  -9.2933252805782482E+06   7.2724539414420718E+01
        5700.0000  -9.2926010082234535E+06   7.2427235479466617E+01
        5710.0000  -9.2918796970070880E+06   7.2131121636554596E+01
        5720.0000  -9.2911613348748107E+06   7.1836213227733964E+01
        5730.0000  -9.2904459096244574E+06   7.1542525035329163E+01
        5740.0000  -9.2897334089118727E+06   7.1250071258470413E+01
        5750.0000  -9.2890238202562388E+06   7.0958865563385189E+01
        5760.0000  -9.2883171310455389E+06   7.0668921069987121E+01
        5770.0000  -9.2876133285419270E+06   7.0380250361189240E+01
        5780.0000  -9.2869123998870160E+06   7.0092865491099658E+01
        5790.0000  -9.2862143321069106E+06   6.9806778010539716E+01
        5800.0000  -9.2855191121174060E+06   6.9521998950466511E+01
        5810.0000  -9.2848267267289050E+06   6.9238538850098848E+01
        5820.0000  -9.2841371626513749E+06   6.8956407753005621E+01
        5830.0000  -9.2834504064991511E+06   6.8675615222379562E+01
        5840.0000  -9.2827664447956178E+06   6.8396170353330675E+01
        5850.0000  -9.2820852639779877E+06   6.8118081763014203E+01
        5860.0000  -9.2814068504018281E+06   6.7841357615962622E+01
        5870.0000  -9.2807311903454568E+06   6.7566005637124178E+01
        5880.0000  -9.2800582700145468E+06   6.7292033091001215E+01
        5890.0000  -9.2793880755463094E+06   6.7019446823745966E+01
        5900.0000  -9.2787205930138864E+06   6.6748253242298958E+01
        5910.0000  -9.2780558084304444E+06   6.6478458344191310E+01
        5920.0000  -9.2773937077532969E+06   6.6210067714750764E+01
        5930.0000  -9.2767342768880278E+06   6.5943086526915437E+01
        5940.0000  -9.2760775016923137E+06   6.5677519571408624E+01
        5950.0000  -9.2754233679799661E+06   6.5413371234759694E+01
        5960.0000  -9.2747718615246378E+06   6.5150645532831547E+01
        5970.0000  -9.2741229680635855E+06   6.4889346105232832E+01
        5980.0000  -9.2734766733013783E+06   6.4629476220719511E+01
        5990.0000  -9.2728329629135448E+06   6.4371038783341646E+01
        6000.0000  -9.2721918225499447E+06   6.4114036360010502E+01
        6010.0000  -9.2715532378384564E+06   6.3858471148833630E+01
        6020.0000  -9.2709171943881903E+06   6.3604345026612279E+01
        6030.0000  -9.2702836777929291E+06   6.3351659526117146E+01
        6040.0000  -9.2696526736343317E+06   6.3100415859743954E+01
        6050.0000  -9.2690241674852073E+06   6.2850614912435411E+01
        6060.0000  -9.2683981449125223E+06   6.2602257268503308E+01
        6070.0000  -9.2677745914806258E+06   6.2355343189649282E+01
        6080.0000  -9.2671534927541688E+06   6.2109872645698488E+01
        6090.0000  -9.2665348343010563E+06   6.1865845311246815E+01
        6100.0000  -9.2659186016953103E+06   6.1623260574601588E+01
        6110.0000  -9.2653047805199921E+06   6.1382117531821130E+01
        6120.0000  -9.2646933563698381E+06   6.1142415015399457E+01
        6130.0000  -9.2640843148540370E+06   6.0904151580110195E+01
        6140.0000  -9.2634776415988337E+06   6.0667325520329179E+01
        6150.0000  -9.2628733222501520E+06   6.0431934868171808E+01
        6160.0000  -9.2622713424761053E+06   6.0197977404668926E+01
        6170.0000  -9.2616716879694592E+06   5.9965450664609669E+01
        6180.0000  -9.2610743444500268E+06   5.9734351943247020E+01
        6190.0000  -9.2604792976671066E+06   5.9504678292013708E+01
        6200.0000  -9.2598865334016494E+06   5.9276426545716824E+01
        6210.0000  -9.2592960374686718E+06   5.9049593297764659E+01
        6220.0000  -9.2587077957192939E+06   5.8824174937792122E+01
        6230.0000  -9.2581217940430250E+06   5.8600167626887561E+01
        6240.0000  -9.2575380183697175E+06   5.8377567330747844E+01
        6250.0000  -9.2569564546716791E+06   5.8156369803845884E+01
        6260.0000  -9.2563770889657084E+06   5.7936570597067472E+01
        6270.0000  -9.2557999073149208E+06   5.7718165078759192E+01
        6280.0000  -9.2552248958307672E+06   5.7501148415356873E+01
        6290.0000  -9.2546520406746510E+06   5.7285515611618756E+01
        6300.0000  -9.2540813280600272E+06   5.7071261462382971E+01
        6310.0000  -9.2535127442538831E+06   5.6858380614407359E+01
        6320.0000  -9.2529462755785380E+06   5.6646867534518243E+01
        6330.0000  -9.2523819084133338E+06   5.6436716520413754E+01
        6340.0000  -9.2518196291961763E+06   5.6227921715751293E+01
        6350.0000  -9.2512594244250506E+06   5.6020477112568912E+01
        6360.0000  -9.2507012806596290E+06   5.5814376542158428E+01
        6370.0000  -9.2501451845227461E+06   5.5609613688290118E+01
        6380.0000  -9.2495911227017045E+06   5.5406182104162873E+01
        6390.0000  -9.2490390819497276E+06   5.5204075197689235E+01
        6400.0000  -9.2484890490873437E+06   5.5003286238387226E+01
        6410.0000  -9.2479410110036395E+06   5.4803808370418849E+01
        6420.0000  -9.2473949546574429E+06   5.4605634619668123E+01
        6430.0000  -9.2468508670787010E+06   5.4408757874183358E+01
        6440.0000  -9.2463087353695035E+06   5.4213170919753608E+01
        6450.0000  -9.2457685467053391E+06   5.4018866416439415E+01
        6460.0000  -9.2452302883360684E+06   5.3825836927071215E+01
        6470.0000  -9.2446939475870747E+06   5.3634074899367988E+01
        6480.0000  -9.2441595118602980E+06   5.3443572677671909E+01
        6490.0000  -9.2436269686351120E+06   5.3254322518594563E+01
        6500.0000  -9.2430963054693546E+06   5.3066316575743258E+01
        6510.0000  -9.2425675100002624E+06   5.2879546909220515E+01
        6520.0000  -9.2420405699452497E+06   5.2694005501270297E+01
        6530.0000  -9.2415154731028378E+06   5.2509684241190556E+01
        6540.0000  -9.2409922073533852E+06   5.2326574945263566E+01
        6550.0000  -9.2404707606598865E+06   5.2144669349864124E+01
        6560.0000  -9.2399511210687868E+06   5.1963959109969437E+01
        6570.0000  -9.2394332767105475E+06   5.1784435823932291E+01
        6580.0000  -9.2389172158004083E+06   5.1606091013923290E+01
        6590.0000  -9.2384029266389944E+06   5.1428916141390800E+01
        6600.0000  -9.2378903976129256E+06   5.1252902606874706E+01
        6610.0000  -9.2373796171954237E+06   5.1078041750192639E+01
        6620.0000  -9.2368705739467852E+06   5.0904324863851073E+01
        6630.0000  -9.2363632565149963E+06   5.0731743178889154E+01
        6640.0000  -9.2358576536361091E+06   5.0560287888720630E+01
        6650.0000  -9.2353537541347817E+06   5.0389950132742527E+01
        6660.0000  -9.2348515469246600E+06   5.0220721012167630E+01
        6670.0000  -9.2343510210088082E+06   5.0052591585181652E+01
        6680.0000  -9.2338521654800698E+06   4.9885552873834968E+01
        6690.0000  -9.2333549695213586E+06   4.9719595871120688E+01
        6700.0000  -9.2328594224060886E+06   4.9554711527004841E+01
        6710.0000  -9.2323655134983212E+06   4.9390890776738523E+01
        6720.0000  -9.2318732322531883E+06   4.9228124513290823E+01
        6730.0000  -9.2313825682169572E+06   4.9066403623111547E+01
        6740.0000  -9.2308935110274497E+06   4.8905718950740990E+01
        6750.0000  -9.2304060504139885E+06   4.8746061346121131E+01
        6760.0000  -9.2299201761978120E+06   4.8587421617656943E+01
        6770.0000  -9.2294358782920130E+06   4.8429790579900143E+01
        6780.0000  -9.2289531467017569E+06   4.8273159025609495E+01
        6790.0000  -9.2284719715244137E+06   4.8117517734318973E+01
        6800.0000  -9.2279923429494482E+06   4.7962857496552168E+01
        6810.0000  -9.2275142512587253E+06   4.7809169072285293E+01
        6820.0000  -9.2270376868263930E+06   4.7656443233229218E+01
        6830.0000  -9.2265626401188038E+06   4.7504670758917925E+01
        6840.0000  -9.2260891016946975E+06   4.7353842410631479E+01
        6850.0000  -9.2256170622050893E+06   4.7203948960825798E+01
        6860.0000  -9.2251465123931207E+06   4.7054981196857987E+01
        6870.0000  -9.2246774430940878E+06   4.6906929903291164E+01
        6880.0000  -9.2242098452353925E+06   4.6759785869531335E+01
        6890.0000  -9.2237437098362967E+06   4.6613539909571408E+01
        6900.0000  -9.2232790280078650E+06   4.6468182843178511E+01
        6910.0000  -9.2228157909528147E+06   4.6323705505020918E+01
        6920.0000  -9.2223539899653737E+06   4.6180098744109273E+01
        6930.0000  -9.2218936164310370E+06   4.6037353433668613E+01
        6940.0000  -9.2214346618263870E+06   4.5895460464991629E+01
        6950.0000  -9.2209771177189387E+06   4.5754410744830963E+01
        6960.0000  -9.2205209757668097E+06   4.5614195212908086E+01
        6970.0000  -9.2200662277184874E+06   4.5474804832227527E+01
        6980.0000  -9.2196128654126916E+06   4.5336230579577389E+01
        6990.0000  -9.2191608807778582E+06   4.5198463483341037E+01
        7000.0000  -9.2187102658321038E+06   4.5061494575440882E+01
        7010.0000  -9.2182610126827359E+06   4.4925314936786890E+01
        7020.0000  -9.2178131135259178E+06   4.4789915681816638E+01
        7030.0000  -9.2173665606465600E+06   4.4655287935771049E+01
        7040.0000  -9.2169213464176450E+06   4.4521422891505061E+01
        7050.0000  -9.2164774633001331E+06   4.4388311751186848E+01
        7060.0000  -9.2160349038423859E+06   4.4255945774726570E+01
        7070.0000  -9.2155936606799625E+06   4.4124316242337230E+01
        7080.0000  -9.2151537265350521E+06   4.3993414491042493E+01
        7090.0000  -9.2147150942161418E+06   4.3863231891021130E+01
        7100.0000  -9.2142777566176224E+06   4.3733759851939979E+01
        7110.0000  -9.2138417067192364E+06   4.3604989838600162E+01
        7120.0000  -9.2134069375857692E+06   4.3476913346722725E+01
        7130.0000  -9.2129734423664548E+06   4.3349521931447086E+01
        7140.0000  -9.2125412142946683E+06   4.3222807178646327E+01
        7150.0000  -9.2121102466872800E+06   4.3096760738827285E+01
        7160.0000  -9.2116805329442173E+06   4.2971374306268991E+01
        7170.0000  -9.2112520665481053E+06   4.2846639611199500E+01
        7180.0000  -9.2108248410635293E+06   4.2722548457607630E+01
        7190.0000  -9.2103988501366936E+06   4.2599092683568600E+01
        7200.0000  -9.2099740874947980E+06   4.2476264189556240E+01
        7210.0000  -9.2095505469456334E+06   4.2354054916463795E+01
        7220.0000  -9.2091282223767787E+06   4.2232456885464487E+01
        7230.0000  -9.2087071077554338E+06   4.2111462134495376E+01
        7240.0000  -9.2082871971274745E+06   4.1991062795929608E+01
        7250.0000  -9.2078684846171681E+06   4.1871251030638817E+01
        7260.0000  -9.2074509644264448E+06   4.1752019072324039E+01
        7270.0000  -9.2070346308344491E+06   4.1633359199576077E+01
        7280.0000  -9.2066194781967904E+06   4.1515263765864077E+01
        7290.0000  -9.2062055009451155E+06   4.1397725167497995E+01
        7300.0000  -9.2057926935863812E+06   4.1280735873430970E+01
        7310.0000  -9.2053810507023577E+06   4.1164288402348760E+01
        7320.0000  -9.2049705669489987E+06   4.1048375335894526E+01
        7330.0000  -9.2045612370556910E+06   4.0932989330776039E+01
        7340.0000  -9.2041530558248609E+06   4.0818123083002867E+01
        7350.0000  -9.2037460181311853E+06   4.0703769367560746E+01
        7360.0000  -9.2033401189210434E+06   4.0589921014197174E+01
        7370.0000  -9.2029353532118332E+06   4.0476570921018720E+01
        7380.0000  -9.2025317160913423E+06   4.0363712049089372E+01
        7390.0000  -9.2021292027172372E+06   4.0251337410509585E+01
        7400.0000  -9.2017278083161581E+06   4.0139440107904377E+01
        7410.0000  -9.2013275281832833E+06   4.0028013287484647E+01
        7420.0000  -9.2009283576816302E+06   3.9917050165310499E+01
        7430.0000  -9.2005302922413889E+06   3.9806544024124740E+01
        7440.0000  -9.2001333273592163E+06   3.9696488217264417E+01
        7450.0000  -9.1997374585976806E+06   3.9586876153573392E+01
        7460.0000  -9.1993426815844886E+06   3.9477701319195333E+01
        7470.0000  -9.1989489920119513E+06   3.9368957253731786E+01
        7480.0000  -9.1985563856361192E+06   3.9260637583211064E+01
        7490.0000  -9.1981648582763635E+06   3.9152735975570977E+01
        7500.0000  -9.1977744058144353E+06   3.9045246192812918E+01
        7510.0000  -9.1973850241941176E+06   3.8938162031769750E+01
        7520.0000  -9.1969967094201930E+06   3.8831477392464876E+01
        7530.0000  -9.1966094575580247E+06   3.8725186216831204E+01
        7540.0000  -9.1962232647328321E+06   3.8619282519258562E+01
        7550.0000  -9.1958381271289457E+06   3.8513760388642552E+01
        7560.0000  -9.1954540409890972E+06   3.8408613984845580E+01
        7570.0000  -9.1950710026139598E+06   3.8303837513737378E+01
        7580.0000  -9.1946890083612185E+06   3.8199425274133681E+01
        7590.0000  -9.1943080546450261E+06   3.8095371619239451E+01
        7600.0000  -9.1939281379352584E+06   3.7991670976765455E+01
        7610.0000  -9.1935492547569554E+06   3.7888317830301823E+01
        7620.0000  -9.1931714016894568E+06   3.7785306749865413E+01
        7630.0000  -9.1927945753659159E+06   3.7682632354088128E+01
        7640.0000  -9.1924187724725008E+06   3.7580289341509342E+01
        7650.0000  -9.1920439897477031E+06   3.7478272479772571E+01
        7660.0000  -9.1916702239817753E+06   3.7376576592773198E+01
        7670.0000  -9.1912974720159862E+06   3.7275196578912436E+01
        7680.0000  -9.1909257307418548E+06   3.7174127413146195E+01
        7690.0000  -9.1905549971006848E+06   3.7073364116996530E+01
        7700.0000  -9.1901852680828031E+06   3.6972901788167654E+01
        7710.0000  -9.1898165407267045E+06   3.6872735609859227E+01
        7720.0000  -9.1894488121187333E+06   3.6772860797122121E+01
        7730.0000  -9.1890820793920886E+06   3.6673272664472464E+01
        7740.0000  -9.1887163397263959E+06   3.6573966569267213E+01
        7750.0000  -9.1883515903469026E+06   3.6474937949329615E+01
        7760.0000  -9.1879878285238892E+06   3.6376182301342489E+01
        7770.0000  -9.1876250515719485E+06   3.6277695194073019E+01
        7780.0000  -9.1872632568494622E+06   3.6179472248628734E+01
        7790.0000  -9.1869024417576957E+06   3.6081509176641703E+01
        7800.0000  -9.1865426037404649E+06   3.5983801723085342E+01
        7810.0000  -9.1861837402832024E+06   3.5886345726251605E+01
        7820.0000  -9.1858258489124887E+06   3.5789137071371080E+01
        7830.0000  -9.1854689271954093E+06   3.5692171707935628E+01
        7840.0000  -9.1851129727386776E+06   3.5595445673167703E+01
        7850.0000  -9.1847579831884094E+06   3.5498955026827751E+01
        7860.0000  -9.1844039562290739E+06   3.5402695933543143E+01
        7870.0000  -9.1840508895831797E+06   3.5306664589419960E+01
        7880.0000  -9.1836987810104080E+06   3.5210857277177276E+01
        7890.0000  -9.1833476283071227E+06   3.5115270328521731E+01
        7900.0000  -9.1829974293057527E+06   3.5019900136999787E+01
        7910.0000  -9.1826481818741281E+06   3.4924743162468076E+01
        7920.0000  -9.1822998839148358E+06   3.4829795929230748E+01
        7930.0000  -9.1819525333646815E+06   3.4735055015422404E+01
        7940.0000  -9.1816061281940807E+06   3.4640517060086133E+01
        7950.0000  -9.1812606664063297E+06   3.4546178775094447E+01
        7960.0000  -9.1809161460372396E+06   3.4452036909013984E+01
        7970.0000  -9.1805725651542898E+06   3.4358088294975460E+01
        7980.0000  -9.1802299218561482E+06   3.4264329814165833E+01
        7990.0000  -9.1798882142721452E+06   3.4170758400298652E+01
        8000.0000  -9.1795474405616224E+06   3.4077371052280071E+01
        8010.0000  -9.1792075989133101E+06   3.3984164831228554E+01
        8020.0000  -9.1788686875448134E+06   3.3891136849671604E+01
        8030.0000  -9.1785307047020644E+06   3.3798284274898471E+01
        8040.0000  -9.1781936486586872E+06   3.3705604337714611E+01
        8050.0000  -9.1778575177154839E+06   3.3613094320334497E+01
        8060.0000  -9.1775223101998381E+06   3.3520751564577225E+01
        8070.0000  -9.1771880244651306E+06   3.3428573470748958E+01
        8080.0000  -9.1768546588904262E+06   3.3336557470448312E+01
        8090.0000  -9.1765222118795011E+06   3.3244701092503966E+01
        8100.0000  -9.1761906818607412E+06   3.3153001875989141E+01
        8110.0000  -9.1758600672862772E+06   3.3061457446403800E+01
        8120.0000  -9.1755303666316848E+06   3.2970065459236501E+01
        8130.0000  -9.1752015783952735E+06   3.2878823641128839E+01
        8140.0000  -9.1748737010977194E+06   3.2787729755416514E+01
        8150.0000  -9.1745467332814522E+06   3.2696781626716259E+01
        8160.0000  -9.1742206735101696E+06   3.2605977128259838E+01
        8170.0000  -9.1738955203682836E+06   3.2515314188599589E+01
        8180.0000  -9.1735712724605780E+06   3.2424790770560506E+01
        8190.0000  -9.1732479284115061E+06   3.2334404907189310E+01
        8200.0000  -9.1729254868648499E+06   3.2244154665619135E+01
        8210.0000  -9.1726039464830887E+06   3.2154038176126775E+01
        8220.0000  -9.1722833059470691E+06   3.2064053601957859E+01
        8230.0000  -9.1719635639554262E+06   3.1974199164286254E+01
        8240.0000  -9.1716447192241643E+06   3.1884473126195370E+01
        8250.0000  -9.1713267704861537E+06   3.1794873801060021E+01
        8260.0000  -9.1710097164906431E+06   3.1705399551056324E+01
        8270.0000  -9.1706935560028851E+06   3.1616048775799573E+01
        8280.0000  -9.1703782878036108E+06   3.1526819927431642E+01
        8290.0000  -9.1700639106886238E+06   3.1437711498700082E+01
        8300.0000  -9.1697504234682918E+06   3.1348722033202648E+01
        8310.0000  -9.1694378249672148E+06   3.1259850107692181E+01
        8320.0000  -9.1691261140237153E+06   3.1171094349958004E+01
        8330.0000  -9.1688152894893717E+06   3.1082453434355557E+01
        8340.0000  -9.1685053502286933E+06   3.0993926067836583E+01
        8350.0000  -9.1681962951186951E+06   3.0905510999821125E+01
        8360.0000  -9.1678881230483744E+06   3.0817207032069565E+01
        8370.0000  -9.1675808329184633E+06   3.0729012991115450E+01
        8380.0000  -9.1672744236407913E+06   3.0640927767194807E+01
        8390.0000  -9.1669688941382207E+06   3.0552950257062911E+01
        8400.0000  -9.1666642433439419E+06   3.0465079427883030E+01
        8410.0000  -9.1663604702012613E+06   3.0377314268052579E+01
        8420.0000  -9.1660575736631136E+06   3.0289653814770283E+01
        8430.0000  -9.1657555526918583E+06   3.0202097125537694E+01
        8440.0000  -9.1654544062586594E+06   3.0114643319882454E+01
        8450.0000  -9.1651541333432924E+06   3.0027291536703707E+01
        8460.0000  -9.1648547329337690E+06   2.9940040952339768E+01
        8470.0000  -9.1645562040259205E+06   2.9852890784852207E+01
        8480.0000  -9.1642585456230436E+06   2.9765840287692846E+01
        8490.0000  -9.1639617567356303E+06   2.9678888741321863E+01
        8500.0000  -9.1636658363809809E+06   2.9592035464942455E+01
        8510.0000  -9.1633707835827935E+06   2.9505279818736017E+01
        8520.0000  -9.1630765973709226E+06   2.9418621187098324E+01
        8530.0000  -9.1627832767811101E+06   2.9332058981247247E+01
        8540.0000  -9.1624908208544701E+06   2.9245592663995922E+01
        8550.0000  -9.1621992286373023E+06   2.9159221716783939E+01
        8560.0000  -9.1619084991807956E+06   2.9072945650666952E+01
        8570.0000  -9.1616186315407269E+06   2.8986764006875454E+01
        8580.0000  -9.1613296247769464E+06   2.8900676378048956E+01
        8590.0000  -9.1610414779533986E+06   2.8814682354778050E+01
        8600.0000  -9.1607541901376266E+06   2.8728781577199697E+01
        8610.0000  -9.1604677604005001E+06   2.8642973712645471E+01
